0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
0,11,2,0,0,0,12,0,0,14,0,0,0,0,13,0,0,0,0,0,14,0,0,0
13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,12,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,0
0,0,0,12,0,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,15,0,14,0,10,0,10,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15
0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0
0,0,0,0,14,0,15,14,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0
0,0,0,0,0,0,14,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13
0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,10,0,0
0,0,0,13,0,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0,0,10,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13,0,0,12,0,0,0,0,0,0,12,0,10,0
0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
0,0,0,0,0,15,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,12
0,0,0,0,0,0,0,0,0,15,0,0,0,10,11,0,0,0,12,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,0,0
0,0,0,0,0,0,0,0,15,0,0,0,13,0,0,13,0,0,0,0,12,0,0,0
17,20,19,19,17,19,19,19,17,16,18,16,17,18,16,17,15,16,15,20,15,17,18,17
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
